location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
timestamp,max,min,mean
20131110T0000,80.0,60.0,69.666664
20131111T0000,93.0,55.0,75.583336
20131112T0000,94.0,49.0,67.791664
20131113T0000,85.0,53.0,66.291664
20131114T0000,93.0,65.0,78.208336
20131115T0000,85.0,49.0,66.958336
20131116T0000,93.0,65.0,81.333336
20131117T0000,89.0,63.0,76.25
20131118T0000,84.0,49.0,71.291664
20131119T0000,95.0,70.0,79.083336
20131120T0000,93.0,70.0,80.791664
20131121T0000,90.0,67.0,76.458336
20131122T0000,94.0,79.0,88.708336
20131123T0000,94.0,63.0,82.708336
20131124T0000,95.0,59.0,77.791664
20131125T0000,87.0,37.0,63.25
20131126T0000,91.0,38.0,65.791664
20131127T0000,91.0,34.0,64.75
20131128T0000,75.0,46.0,60.166668
20131129T0000,81.0,60.0,71.833336
20131130T0000,89.0,64.0,79.291664
20131201T0000,94.0,57.0,82.083336
20131202T0000,88.0,54.0,70.208336
20131203T0000,96.0,51.0,74.166664
20131204T0000,88.0,54.0,69.75
20131205T0000,96.0,64.0,79.916664
20131206T0000,87.0,66.0,76.458336
20131207T0000,88.0,51.0,71.875
20131208T0000,82.0,53.0,70.375
20131209T0000,95.0,42.0,65.916664
20131210T0000,83.0,55.0,71.041664
20131211T0000,97.0,59.0,76.166664
20131212T0000,94.0,34.0,57.166668
20131213T0000,96.0,36.0,59.875
20131214T0000,95.0,78.0,86.0
20131215T0000,96.0,53.0,74.958336
20131216T0000,83.0,39.0,55.625
20131217T0000,79.0,46.0,58.5
20131218T0000,83.0,51.0,66.0
20131219T0000,91.0,63.0,76.041664
20131220T0000,94.0,58.0,81.208336
20131221T0000,93.0,56.0,79.041664
20131222T0000,79.0,51.0,65.416664
20131223T0000,80.0,56.0,68.708336
20131224T0000,74.0,41.0,53.541668
20131225T0000,96.0,63.0,85.416664
20131226T0000,95.0,83.0,87.25
20131227T0000,90.0,33.0,69.041664
20131228T0000,92.0,44.0,77.583336
20131229T0000,87.0,59.0,74.791664
20131230T0000,94.0,53.0,78.583336
20131231T0000,88.0,39.0,58.375
20140101T0000,96.0,39.0,70.375
20140102T0000,97.0,57.0,73.833336
20140103T0000,96.0,57.0,76.708336
20140104T0000,97.0,66.0,86.041664
20140105T0000,95.0,57.0,74.208336
20140106T0000,92.0,40.0,63.208332
20140107T0000,78.0,42.0,63.833332
20140108T0000,92.0,67.0,78.208336
20140109T0000,90.0,38.0,69.541664
20140110T0000,87.0,58.0,79.125
20140111T0000,93.0,61.0,80.541664
20140112T0000,95.0,63.0,84.0
20140113T0000,96.0,61.0,87.166664
20140114T0000,89.0,56.0,77.833336
20140115T0000,91.0,51.0,73.333336
20140116T0000,90.0,45.0,66.333336
20140117T0000,86.0,41.0,71.041664
20140118T0000,83.0,50.0,68.666664
20140119T0000,89.0,59.0,75.125
20140120T0000,89.0,71.0,80.625
20140121T0000,88.0,62.0,76.541664
20140122T0000,93.0,58.0,77.375
20140123T0000,94.0,63.0,77.541664
20140124T0000,86.0,56.0,74.333336
20140125T0000,88.0,41.0,67.333336
20140126T0000,86.0,37.0,67.208336
20140127T0000,82.0,53.0,70.083336
20140128T0000,82.0,36.0,63.791668
20140129T0000,78.0,38.0,60.541668
20140130T0000,88.0,48.0,67.625
20140131T0000,83.0,45.0,69.291664
20140201T0000,95.0,35.0,71.291664
20140202T0000,88.0,63.0,74.125
20140203T0000,93.0,52.0,72.75
20140204T0000,89.0,51.0,70.041664
20140205T0000,89.0,54.0,74.416664
20140206T0000,76.0,36.0,56.458332
20140207T0000,78.0,59.0,67.708336
20140208T0000,82.0,35.0,63.166668
20140209T0000,84.0,45.0,60.833332
20140210T0000,79.0,36.0,59.833332
20140211T0000,86.0,44.0,66.208336
20140212T0000,86.0,32.0,57.875
20140213T0000,81.0,35.0,66.625
20140214T0000,86.0,29.0,65.416664
20140215T0000,89.0,61.0,73.541664
20140216T0000,77.0,46.0,62.666668
20140217T0000,77.0,41.0,61.458332
20140218T0000,90.0,32.0,63.625
20140219T0000,81.0,54.0,66.625
20140220T0000,85.0,47.0,67.083336
20140221T0000,83.0,49.0,66.291664
20140222T0000,81.0,35.0,64.958336
20140223T0000,87.0,45.0,66.5
20140224T0000,73.0,33.0,51.833332
20140225T0000,66.0,28.0,48.291668
20140226T0000,90.0,53.0,69.0
20140227T0000,83.0,33.0,60.375
20140228T0000,78.0,45.0,65.833336
20140301T0000,75.0,45.0,64.916664
20140302T0000,87.0,53.0,70.875
20140303T0000,87.0,38.0,59.833332
20140304T0000,85.0,46.0,64.958336
20140305T0000,86.0,43.0,67.5
20140306T0000,93.0,32.0,66.25
20140307T0000,87.0,42.0,62.875
20140308T0000,82.0,29.0,56.0
20140309T0000,66.0,34.0,52.791668
20140310T0000,71.0,46.0,59.833332
20140311T0000,74.0,17.0,51.791668
20140312T0000,78.0,40.0,56.0
20140313T0000,69.0,41.0,55.416668
20140314T0000,71.0,35.0,53.166668
20140315T0000,76.0,51.0,63.083332
20140316T0000,81.0,51.0,66.083336
20140317T0000,83.0,37.0,62.541668
20140318T0000,69.0,34.0,47.375
20140319T0000,87.0,40.0,61.875
20140320T0000,77.0,26.0,50.875
20140321T0000,81.0,28.0,52.791668
20140322T0000,78.0,53.0,66.666664
20140323T0000,83.0,43.0,62.333332
20140324T0000,87.0,50.0,65.708336
20140325T0000,80.0,27.0,50.583332
20140326T0000,73.0,36.0,56.666668
20140327T0000,68.0,40.0,55.166668
20140328T0000,71.0,31.0,51.75
20140329T0000,71.0,30.0,46.333332
20140330T0000,66.0,27.0,47.666668
20140331T0000,69.0,32.0,48.375
20140401T0000,68.0,35.0,51.041668
20140402T0000,66.0,21.0,48.5
20140403T0000,71.0,24.0,45.458332
20140404T0000,73.0,33.0,45.541668
20140405T0000,83.0,57.0,69.708336
20140406T0000,78.0,42.0,59.541668
20140407T0000,82.0,29.0,54.166668
20140408T0000,76.0,47.0,59.333332
20140409T0000,70.0,25.0,47.875
20140410T0000,60.0,32.0,45.916668
20140411T0000,74.0,34.0,53.375
20140412T0000,78.0,35.0,55.916668
20140413T0000,68.0,32.0,50.833332
20140414T0000,69.0,34.0,52.291668
20140415T0000,78.0,29.0,51.75
20140416T0000,63.0,25.0,44.541668
20140417T0000,68.0,20.0,43.458332
20140418T0000,72.0,43.0,55.416668
20140419T0000,75.0,41.0,60.25
20140420T0000,70.0,38.0,52.458332
20140421T0000,80.0,47.0,66.0
20140422T0000,76.0,38.0,55.0
20140423T0000,69.0,39.0,53.666668
20140424T0000,68.0,31.0,50.333332
20140425T0000,79.0,43.0,63.333332
20140426T0000,80.0,45.0,65.083336
20140427T0000,85.0,34.0,60.583332
20140428T0000,85.0,61.0,74.208336
20140429T0000,85.0,48.0,68.541664
20140430T0000,88.0,49.0,69.958336
20140501T0000,83.0,64.0,75.416664
20140502T0000,89.0,63.0,75.416664
20140503T0000,82.0,42.0,62.5
20140504T0000,69.0,32.0,48.916668
20140505T0000,64.0,21.0,42.916668
20140506T0000,67.0,32.0,47.125
20140507T0000,70.0,44.0,56.0
20140508T0000,83.0,34.0,54.833332
20140509T0000,81.0,50.0,66.333336
20140510T0000,80.0,37.0,59.416668
20140511T0000,83.0,43.0,64.125
20140512T0000,78.0,46.0,62.958332
20140513T0000,80.0,57.0,70.833336
20140514T0000,86.0,48.0,65.625
20140515T0000,82.0,43.0,60.25
20140516T0000,69.0,25.0,47.75
20140517T0000,93.0,56.0,70.208336
20140518T0000,100.0,47.0,69.208336
20140519T0000,94.0,46.0,65.875
20140520T0000,86.0,43.0,63.041668
20140521T0000,95.0,44.0,67.333336
20140522T0000,98.0,48.0,77.708336
20140523T0000,98.0,50.0,77.708336
20140524T0000,96.0,48.0,68.708336
20140525T0000,99.0,52.0,72.541664
20140526T0000,98.0,66.0,85.166664
20140527T0000,95.0,82.0,90.75
20140528T0000,94.0,59.0,74.916664
20140529T0000,92.0,56.0,72.666664
20140530T0000,96.0,59.0,76.458336
20140531T0000,94.0,50.0,71.041664
20140601T0000,93.0,33.0,61.666668
20140602T0000,73.0,42.0,56.416668
20140603T0000,78.0,39.0,57.291668
20140604T0000,81.0,49.0,65.833336
20140605T0000,72.0,35.0,51.75
20140606T0000,71.0,31.0,50.791668
20140607T0000,69.0,26.0,42.791668
20140608T0000,62.0,28.0,45.0
20140609T0000,61.0,19.0,37.541668
20140610T0000,65.0,29.0,42.291668
20140611T0000,85.0,38.0,61.75
20140612T0000,90.0,44.0,61.791668
20140613T0000,86.0,39.0,57.583332
20140614T0000,80.0,40.0,57.041668
20140615T0000,80.0,35.0,54.083332
20140616T0000,81.0,32.0,53.416668
20140617T0000,85.0,40.0,59.958332
20140618T0000,78.0,37.0,54.791668
20140619T0000,75.0,34.0,53.708332
20140620T0000,68.0,47.0,55.958332
20140621T0000,82.0,34.0,54.833332
20140622T0000,65.0,32.0,49.541668
20140623T0000,88.0,39.0,59.583332
20140624T0000,91.0,45.0,67.083336
20140625T0000,77.0,42.0,56.791668
20140626T0000,72.0,28.0,47.916668
20140627T0000,64.0,32.0,45.416668
20140628T0000,83.0,34.0,60.75
20140629T0000,81.0,50.0,67.166664
20140630T0000,84.0,40.0,61.791668
20140701T0000,74.0,33.0,51.583332
20140702T0000,78.0,51.0,65.541664
20140703T0000,83.0,24.0,53.125
20140704T0000,84.0,31.0,54.208332
20140705T0000,80.0,40.0,62.375
20140706T0000,82.0,29.0,55.5
20140707T0000,94.0,51.0,75.083336
20140708T0000,89.0,72.0,80.708336
20140709T0000,86.0,59.0,77.833336
20140710T0000,89.0,73.0,80.708336
20140711T0000,92.0,70.0,81.375
20140712T0000,92.0,65.0,78.5
20140713T0000,89.0,57.0,70.708336
20140714T0000,87.0,58.0,71.125
20140715T0000,91.0,36.0,58.541668
20140716T0000,67.0,41.0,52.958332
20140717T0000,79.0,34.0,53.791668
20140718T0000,70.0,26.0,48.708332
20140719T0000,71.0,28.0,48.75
20140720T0000,82.0,38.0,65.5
20140721T0000,85.0,51.0,71.666664
20140722T0000,93.0,79.0,84.083336
20140723T0000,88.0,37.0,64.375
20140724T0000,83.0,36.0,59.25
20140725T0000,69.0,34.0,52.416668
20140726T0000,78.0,62.0,69.541664
20140727T0000,80.0,46.0,62.25
20140728T0000,85.0,57.0,72.75
20140729T0000,87.0,64.0,77.041664
20140730T0000,92.0,75.0,86.75
20140731T0000,90.0,46.0,68.083336
20140801T0000,87.0,42.0,62.666668
20140802T0000,82.0,49.0,65.166664
20140803T0000,90.0,55.0,71.708336
20140804T0000,83.0,53.0,66.375
20140805T0000,79.0,40.0,61.541668
20140806T0000,83.0,43.0,65.291664
20140807T0000,81.0,54.0,67.625
20140808T0000,85.0,48.0,66.416664
20140809T0000,82.0,50.0,64.458336
20140810T0000,85.0,30.0,62.375
20140811T0000,83.0,35.0,61.708332
20140812T0000,69.0,44.0,54.583332
20140813T0000,89.0,58.0,72.875
20140814T0000,77.0,56.0,67.375
20140815T0000,81.0,54.0,67.291664
20140816T0000,82.0,47.0,65.375
20140817T0000,70.0,43.0,56.833332
20140818T0000,76.0,45.0,59.416668
20140819T0000,83.0,48.0,62.833332
20140820T0000,73.0,47.0,59.125
20140821T0000,75.0,39.0,56.125
20140822T0000,68.0,44.0,56.708332
20140823T0000,85.0,51.0,67.125
20140824T0000,87.0,45.0,64.625
20140825T0000,89.0,49.0,67.916664
20140826T0000,86.0,46.0,75.416664
20140827T0000,87.0,67.0,76.75
20140828T0000,90.0,51.0,71.625
20140829T0000,89.0,64.0,76.791664
20140830T0000,88.0,45.0,69.041664
20140831T0000,91.0,66.0,77.25
20140901T0000,93.0,55.0,75.125
20140902T0000,84.0,52.0,70.083336
20140903T0000,88.0,57.0,73.333336
20140904T0000,95.0,55.0,75.75
20140905T0000,83.0,49.0,67.333336
20140906T0000,79.0,50.0,66.75
20140907T0000,79.0,54.0,68.5
20140908T0000,85.0,50.0,68.291664
20140909T0000,86.0,57.0,70.833336
20140910T0000,94.0,55.0,75.958336
20140911T0000,90.0,52.0,75.5
20140912T0000,93.0,67.0,82.75
20140913T0000,97.0,66.0,83.166664
20140914T0000,97.0,52.0,75.75
20140915T0000,93.0,57.0,72.916664
20140916T0000,79.0,52.0,66.458336
20140917T0000,79.0,50.0,65.875
20140918T0000,76.0,51.0,66.166664
20140919T0000,96.0,51.0,77.291664
20140920T0000,94.0,56.0,76.0
20140921T0000,93.0,57.0,79.416664
20140922T0000,96.0,49.0,76.125
20140923T0000,91.0,42.0,66.083336
20140924T0000,85.0,49.0,69.375
20140925T0000,81.0,54.0,68.75
20140926T0000,81.0,43.0,62.333332
20140927T0000,85.0,57.0,68.625
20140928T0000,90.0,48.0,68.333336
20140929T0000,76.0,46.0,63.375
20140930T0000,88.0,65.0,74.75
20141001T0000,94.0,60.0,77.291664
20141002T0000,94.0,59.0,77.125
20141003T0000,85.0,48.0,70.75
20141004T0000,90.0,56.0,71.0
20141005T0000,94.0,50.0,71.916664
20141006T0000,94.0,38.0,72.041664
20141007T0000,78.0,52.0,66.458336
20141008T0000,95.0,45.0,65.541664
20141009T0000,90.0,36.0,64.25
20141010T0000,95.0,69.0,83.666664
20141011T0000,97.0,76.0,90.5
20141012T0000,98.0,59.0,82.666664
20141013T0000,90.0,59.0,78.0
20141014T0000,95.0,58.0,76.375
20141015T0000,94.0,56.0,74.708336
20141016T0000,90.0,62.0,74.625
20141017T0000,88.0,59.0,73.75
20141018T0000,95.0,52.0,75.375
20141019T0000,87.0,45.0,63.041668
20141020T0000,95.0,47.0,70.166664
20141021T0000,96.0,56.0,78.625
20141022T0000,84.0,57.0,72.416664
20141023T0000,86.0,61.0,73.416664
20141024T0000,90.0,55.0,74.166664
20141025T0000,89.0,56.0,72.5
20141026T0000,86.0,61.0,73.833336
20141027T0000,90.0,54.0,72.083336
20141028T0000,90.0,58.0,75.458336
20141029T0000,86.0,58.0,74.0
20141030T0000,82.0,62.0,71.041664
20141031T0000,90.0,52.0,72.583336
20141101T0000,85.0,56.0,69.75
20141102T0000,79.0,48.0,65.25
20141103T0000,84.0,42.0,60.166668
20141104T0000,92.0,53.0,71.0
20141105T0000,94.0,77.0,89.041664
20141106T0000,90.0,68.0,80.375
20141107T0000,94.0,51.0,78.333336
20141108T0000,86.0,62.0,76.875
20141109T0000,96.0,60.0,80.75
20141110T0000,96.0,81.0,88.625
20141111T0000,92.0,69.0,81.625
20141112T0000,96.0,73.0,86.583336
20141113T0000,94.0,71.0,86.333336
20141114T0000,96.0,64.0,81.791664
20141115T0000,94.0,74.0,84.291664
20141116T0000,90.0,57.0,72.25
20141117T0000,89.0,64.0,76.75
20141118T0000,85.0,70.0,78.375
20141119T0000,88.0,68.0,80.083336
20141120T0000,94.0,62.0,81.583336
20141121T0000,83.0,64.0,74.25
20141122T0000,87.0,63.0,76.791664
20141123T0000,92.0,54.0,81.041664
20141124T0000,94.0,59.0,80.333336
20141125T0000,96.0,75.0,87.833336
20141126T0000,88.0,75.0,81.583336
20141127T0000,94.0,67.0,81.375
20141128T0000,91.0,60.0,79.25
20141129T0000,96.0,72.0,88.166664
20141130T0000,96.0,68.0,85.708336
20141201T0000,94.0,77.0,87.083336
20141202T0000,93.0,83.0,88.5
20141203T0000,93.0,77.0,85.958336
20141204T0000,91.0,71.0,83.416664
20141205T0000,97.0,77.0,89.541664
20141206T0000,95.0,72.0,86.666664
20141207T0000,96.0,71.0,86.125
20141208T0000,88.0,67.0,82.5
20141209T0000,95.0,72.0,85.75
20141210T0000,92.0,61.0,82.333336
20141211T0000,85.0,64.0,74.583336
20141212T0000,74.0,48.0,62.416668
20141213T0000,69.0,51.0,62.458332
20141214T0000,90.0,68.0,80.25
20141215T0000,93.0,77.0,83.708336
20141216T0000,89.0,76.0,83.5
20141217T0000,94.0,69.0,83.75
20141218T0000,92.0,80.0,84.583336
20141219T0000,87.0,63.0,74.166664
20141220T0000,87.0,67.0,78.75
20141221T0000,88.0,74.0,82.5
20141222T0000,80.0,45.0,67.333336
20141223T0000,71.0,38.0,53.166668
20141224T0000,78.0,37.0,64.208336
20141225T0000,89.0,64.0,76.791664
20141226T0000,93.0,71.0,84.791664
20141227T0000,89.0,62.0,79.875
20141228T0000,94.0,62.0,78.416664
20141229T0000,99.0,59.0,81.375
20141230T0000,94.0,68.0,81.458336
20141231T0000,88.0,61.0,78.791664
20150101T0000,87.0,68.0,78.875
20150102T0000,92.0,64.0,79.375
20150103T0000,97.0,82.0,89.25
20150104T0000,91.0,65.0,78.833336
20150105T0000,96.0,67.0,84.25
20150106T0000,82.0,50.0,68.791664
20150107T0000,88.0,68.0,80.125
20150108T0000,88.0,62.0,75.5
20150109T0000,90.0,47.0,75.083336
20150110T0000,86.0,68.0,77.708336
20150111T0000,83.0,69.0,75.75
20150112T0000,77.0,29.0,47.083332
20150113T0000,72.0,33.0,48.458332
20150114T0000,88.0,59.0,72.833336
20150115T0000,78.0,48.0,59.875
20150116T0000,96.0,44.0,71.583336
20150117T0000,93.0,77.0,85.083336
20150118T0000,94.0,58.0,78.208336
20150119T0000,90.0,69.0,81.375
20150120T0000,93.0,72.0,86.666664
20150121T0000,95.0,62.0,83.5
20150122T0000,95.0,67.0,87.375
20150123T0000,96.0,71.0,86.458336
20150124T0000,96.0,64.0,86.333336
20150125T0000,96.0,67.0,84.0
20150126T0000,92.0,71.0,85.5
20150127T0000,91.0,64.0,82.25
20150128T0000,94.0,60.0,77.166664
20150129T0000,93.0,62.0,75.708336
20150130T0000,88.0,59.0,78.541664
20150131T0000,92.0,65.0,77.333336
20150201T0000,91.0,65.0,82.125
20150202T0000,95.0,71.0,85.25
20150203T0000,93.0,58.0,77.291664
20150204T0000,83.0,59.0,71.333336
20150205T0000,72.0,56.0,65.666664
20150206T0000,72.0,57.0,64.333336
20150207T0000,78.0,47.0,62.791668
20150208T0000,89.0,61.0,77.541664
20150209T0000,88.0,52.0,74.041664
20150210T0000,96.0,67.0,83.291664
20150211T0000,96.0,65.0,79.791664
20150212T0000,90.0,53.0,72.75
20150213T0000,82.0,47.0,60.583332
20150214T0000,81.0,64.0,71.333336
20150215T0000,93.0,58.0,79.458336
20150216T0000,91.0,65.0,84.0
20150217T0000,96.0,61.0,85.208336
20150218T0000,95.0,69.0,83.75
20150219T0000,94.0,58.0,76.541664
20150220T0000,81.0,37.0,59.416668
20150221T0000,89.0,55.0,75.416664
20150222T0000,93.0,60.0,77.458336
20150223T0000,93.0,71.0,80.25
20150224T0000,84.0,58.0,75.625
20150225T0000,89.0,48.0,70.041664
20150226T0000,87.0,47.0,68.666664
20150227T0000,90.0,57.0,81.833336
20150228T0000,88.0,61.0,76.625
20150301T0000,79.0,56.0,70.833336
20150302T0000,88.0,59.0,74.333336
20150303T0000,88.0,42.0,67.708336
20150304T0000,88.0,48.0,71.916664
20150305T0000,85.0,51.0,70.708336
20150306T0000,76.0,53.0,65.5
20150307T0000,81.0,43.0,63.875
20150308T0000,71.0,45.0,59.083332
20150309T0000,80.0,56.0,66.5
20150310T0000,91.0,54.0,75.791664
20150311T0000,96.0,59.0,78.75
20150312T0000,88.0,40.0,64.625
20150313T0000,89.0,50.0,70.041664
20150314T0000,91.0,53.0,75.75
20150315T0000,95.0,62.0,77.708336
20150316T0000,77.0,46.0,63.791668
20150317T0000,82.0,43.0,64.5
20150318T0000,84.0,52.0,67.166664
20150319T0000,95.0,67.0,83.041664
20150320T0000,92.0,54.0,71.333336
20150321T0000,87.0,58.0,74.291664
20150322T0000,89.0,52.0,71.041664
20150323T0000,87.0,53.0,70.041664
20150324T0000,87.0,51.0,68.25
20150325T0000,86.0,72.0,79.166664
20150326T0000,88.0,54.0,69.416664
20150327T0000,90.0,50.0,67.291664
20150328T0000,83.0,48.0,68.75
20150329T0000,83.0,62.0,72.625
20150330T0000,87.0,58.0,72.583336
20150331T0000,77.0,68.0,70.791664
20150401T0000,81.0,56.0,66.875
20150402T0000,87.0,63.0,73.791664
20150403T0000,91.0,45.0,69.791664
20150404T0000,95.0,84.0,91.583336
20150405T0000,93.0,38.0,64.375
20150406T0000,77.0,43.0,60.041668
20150407T0000,81.0,37.0,57.0
20150408T0000,72.0,45.0,53.791668
20150409T0000,82.0,39.0,59.916668
20150410T0000,74.0,30.0,54.958332
20150411T0000,82.0,44.0,59.541668
20150412T0000,82.0,52.0,68.125
20150413T0000,79.0,45.0,63.708332
20150414T0000,83.0,36.0,60.333332
20150415T0000,70.0,29.0,45.125
20150416T0000,92.0,43.0,65.083336
20150417T0000,96.0,64.0,79.291664
20150418T0000,96.0,38.0,66.208336
20150419T0000,76.0,34.0,54.375
20150420T0000,79.0,45.0,61.791668
20150421T0000,75.0,34.0,62.416668
20150422T0000,83.0,40.0,63.5
20150423T0000,89.0,36.0,60.833332
20150424T0000,80.0,37.0,56.75
20150425T0000,88.0,49.0,73.833336
20150426T0000,88.0,61.0,74.75
20150427T0000,96.0,72.0,84.208336
20150428T0000,95.0,41.0,68.833336
20150429T0000,82.0,39.0,59.708332
20150430T0000,84.0,49.0,62.25
20150501T0000,96.0,80.0,89.458336
20150502T0000,94.0,66.0,84.208336
20150503T0000,96.0,53.0,78.666664
20150504T0000,94.0,52.0,76.583336
20150505T0000,89.0,42.0,61.333332
20150506T0000,86.0,44.0,60.958332
20150507T0000,76.0,51.0,62.708332
20150508T0000,82.0,41.0,64.25
20150509T0000,90.0,56.0,72.375
20150510T0000,83.0,42.0,61.833332
20150511T0000,77.0,39.0,58.416668
20150512T0000,86.0,34.0,58.333332
20150513T0000,74.0,60.0,67.458336
20150514T0000,87.0,53.0,67.291664
20150515T0000,96.0,80.0,89.625
20150516T0000,96.0,47.0,72.708336
20150517T0000,95.0,51.0,74.0
20150518T0000,89.0,54.0,70.708336
20150519T0000,80.0,50.0,65.5
20150520T0000,87.0,58.0,67.958336
20150521T0000,82.0,46.0,63.583332
20150522T0000,83.0,38.0,62.375
20150523T0000,84.0,51.0,69.875
20150524T0000,89.0,58.0,73.125
20150525T0000,96.0,65.0,80.208336
20150526T0000,95.0,64.0,78.041664
20150527T0000,88.0,47.0,66.916664
20150528T0000,77.0,36.0,57.583332
20150529T0000,77.0,45.0,61.708332
20150530T0000,80.0,56.0,67.625
20150531T0000,92.0,48.0,66.208336
20150601T0000,94.0,62.0,75.708336
20150602T0000,95.0,44.0,67.916664
20150603T0000,90.0,44.0,63.083332
20150604T0000,93.0,55.0,74.25
20150605T0000,96.0,43.0,65.333336
20150606T0000,90.0,42.0,62.791668
20150607T0000,93.0,61.0,75.0
20150608T0000,94.0,69.0,83.625
20150609T0000,95.0,56.0,76.583336
20150610T0000,87.0,53.0,70.166664
20150611T0000,88.0,48.0,67.0
20150612T0000,88.0,45.0,69.75
20150613T0000,90.0,54.0,70.916664
20150614T0000,92.0,57.0,75.75
20150615T0000,97.0,78.0,89.208336
20150616T0000,97.0,69.0,84.958336
20150617T0000,85.0,53.0,68.666664
20150618T0000,93.0,62.0,75.666664
20150619T0000,93.0,50.0,66.375
20150620T0000,87.0,63.0,73.125
20150621T0000,89.0,60.0,75.333336
20150622T0000,89.0,41.0,63.875
20150623T0000,92.0,49.0,67.333336
20150624T0000,89.0,46.0,63.75
20150625T0000,79.0,41.0,58.666668
20150626T0000,70.0,35.0,52.916668
20150627T0000,75.0,43.0,60.541668
20150628T0000,80.0,42.0,61.0
20150629T0000,75.0,39.0,57.208332
20150630T0000,89.0,44.0,63.083332
20150701T0000,80.0,32.0,57.916668
20150702T0000,75.0,34.0,55.166668
20150703T0000,73.0,32.0,51.5
20150704T0000,80.0,29.0,51.083332
20150705T0000,69.0,30.0,46.5
20150706T0000,84.0,44.0,63.791668
20150707T0000,90.0,37.0,59.791668
20150708T0000,67.0,44.0,54.625
20150709T0000,75.0,44.0,59.0
20150710T0000,80.0,39.0,59.208332
20150711T0000,84.0,35.0,57.791668
20150712T0000,77.0,43.0,57.375
20150713T0000,72.0,46.0,58.875
20150714T0000,74.0,41.0,59.75
20150715T0000,76.0,37.0,56.416668
20150716T0000,74.0,36.0,56.083332
20150717T0000,66.0,26.0,47.333332
20150718T0000,82.0,45.0,56.708332
20150719T0000,88.0,41.0,63.75
20150720T0000,82.0,42.0,59.583332
20150721T0000,75.0,41.0,56.666668
20150722T0000,84.0,33.0,62.083332
20150723T0000,91.0,60.0,75.041664
20150724T0000,88.0,41.0,63.166668
20150725T0000,84.0,43.0,59.333332
20150726T0000,84.0,42.0,63.625
20150727T0000,85.0,43.0,59.958332
20150728T0000,74.0,35.0,54.208332
20150729T0000,84.0,59.0,69.75
20150730T0000,80.0,42.0,60.916668
20150731T0000,81.0,34.0,57.458332
20150801T0000,85.0,46.0,68.416664
20150802T0000,88.0,44.0,66.166664
20150803T0000,84.0,35.0,59.875
20150804T0000,85.0,49.0,70.375
20150805T0000,90.0,40.0,66.416664
20150806T0000,82.0,27.0,52.916668
20150807T0000,81.0,28.0,52.708332
20150808T0000,93.0,39.0,51.875
20150809T0000,96.0,59.0,85.5
20150810T0000,92.0,63.0,78.083336
20150811T0000,94.0,50.0,70.041664
20150812T0000,87.0,42.0,63.875
20150813T0000,81.0,40.0,64.375
20150814T0000,91.0,52.0,73.958336
20150815T0000,90.0,67.0,79.458336
20150816T0000,94.0,71.0,83.291664
20150817T0000,92.0,50.0,67.5
20150818T0000,77.0,41.0,58.333332
20150819T0000,82.0,51.0,67.5
20150820T0000,85.0,42.0,64.916664
20150821T0000,85.0,44.0,63.958332
20150822T0000,81.0,38.0,60.75
20150823T0000,92.0,49.0,76.458336
20150824T0000,94.0,55.0,77.25
20150825T0000,76.0,40.0,56.125
20150826T0000,81.0,37.0,55.166668
20150827T0000,73.0,32.0,51.0
20150828T0000,72.0,35.0,48.291668
20150829T0000,97.0,44.0,66.875
20150830T0000,80.0,29.0,50.583332
20150831T0000,65.0,30.0,46.333332
20150901T0000,89.0,45.0,68.5
20150902T0000,91.0,51.0,71.208336
20150903T0000,82.0,48.0,65.208336
20150904T0000,70.0,36.0,56.125
20150905T0000,77.0,43.0,60.416668
20150906T0000,90.0,45.0,62.666668
20150907T0000,79.0,45.0,62.666668
20150908T0000,86.0,41.0,65.75
20150909T0000,79.0,40.0,61.375
20150910T0000,80.0,41.0,62.5
20150911T0000,78.0,38.0,59.958332
20150912T0000,93.0,32.0,63.5
20150913T0000,94.0,45.0,72.833336
20150914T0000,94.0,45.0,70.375
20150915T0000,78.0,45.0,63.166668
20150916T0000,74.0,43.0,64.583336
20150917T0000,97.0,43.0,75.458336
20150918T0000,85.0,46.0,67.083336
20150919T0000,84.0,67.0,74.541664
20150920T0000,91.0,54.0,76.0
20150921T0000,96.0,49.0,71.166664
20150922T0000,82.0,50.0,69.625
20150923T0000,82.0,64.0,73.25
20150924T0000,84.0,47.0,67.083336
20150925T0000,84.0,51.0,69.291664
20150926T0000,95.0,49.0,75.083336
20150927T0000,94.0,43.0,68.916664
20150928T0000,94.0,39.0,65.958336
20150929T0000,93.0,41.0,62.541668
20150930T0000,90.0,42.0,66.0
20151001T0000,89.0,47.0,69.541664
20151002T0000,92.0,48.0,71.625
20151003T0000,95.0,54.0,72.041664
20151004T0000,96.0,57.0,72.166664
20151005T0000,89.0,43.0,72.708336
20151006T0000,94.0,51.0,80.083336
20151007T0000,84.0,55.0,71.666664
20151008T0000,87.0,54.0,69.875
20151009T0000,90.0,59.0,77.375
20151010T0000,96.0,59.0,82.625
20151011T0000,95.0,54.0,76.708336
20151012T0000,89.0,56.0,69.708336
20151013T0000,86.0,47.0,70.291664
20151014T0000,84.0,61.0,73.291664
20151015T0000,93.0,71.0,83.708336
20151016T0000,94.0,48.0,71.458336
20151017T0000,85.0,52.0,69.583336
20151018T0000,86.0,61.0,76.416664
20151019T0000,87.0,60.0,74.125
