location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
timestamp,max,min,mean
20170928T0000,78.0,45.0,60.666668
20170929T0000,76.0,47.0,64.25
20170930T0000,84.0,53.0,73.291664
20171001T0000,86.0,45.0,68.125
20171002T0000,81.0,66.0,74.416664
20171003T0000,92.0,50.0,68.416664
20171004T0000,76.0,44.0,63.916668
20171005T0000,90.0,30.0,56.875
20171006T0000,90.0,55.0,72.208336
20171007T0000,79.0,44.0,58.833332
20171008T0000,86.0,51.0,74.041664
20171009T0000,84.0,57.0,72.208336
20171010T0000,82.0,51.0,69.291664
20171011T0000,75.0,54.0,65.041664
20171012T0000,83.0,56.0,69.125
20171013T0000,94.0,52.0,72.416664
20171014T0000,88.0,47.0,70.625
20171015T0000,72.0,28.0,53.208332
20171016T0000,60.0,33.0,46.916668
20171017T0000,60.0,33.0,45.0
20171018T0000,79.0,38.0,58.625
20171019T0000,75.0,38.0,54.125
20171020T0000,77.0,46.0,61.125
20171021T0000,81.0,39.0,66.416664
20171022T0000,77.0,58.0,70.791664
20171023T0000,84.0,65.0,74.75
20171024T0000,85.0,60.0,75.458336
20171025T0000,94.0,54.0,73.541664
20171026T0000,94.0,43.0,70.916664
20171027T0000,82.0,55.0,69.083336
20171028T0000,79.0,51.0,66.291664
20171029T0000,88.0,61.0,73.875
20171030T0000,95.0,54.0,76.5
20171031T0000,83.0,49.0,67.333336
20171101T0000,71.0,36.0,54.791668
20171102T0000,73.0,46.0,56.666668
20171103T0000,84.0,63.0,73.708336
20171104T0000,86.0,50.0,67.666664
20171105T0000,93.0,70.0,80.666664
20171106T0000,91.0,58.0,78.041664
20171107T0000,94.0,70.0,84.875
20171108T0000,88.0,64.0,79.375
20171109T0000,92.0,68.0,78.75
20171110T0000,87.0,60.0,74.958336
20171111T0000,92.0,64.0,77.666664
20171112T0000,86.0,68.0,79.541664
20171113T0000,94.0,69.0,80.75
20171114T0000,97.0,62.0,81.583336
20171115T0000,88.0,56.0,73.333336
20171116T0000,81.0,47.0,64.833336
20171117T0000,81.0,52.0,62.0
20171118T0000,86.0,69.0,78.541664
20171119T0000,97.0,73.0,82.708336
20171120T0000,91.0,47.0,67.75
20171121T0000,86.0,48.0,67.583336
20171122T0000,79.0,41.0,62.166668
20171123T0000,66.0,44.0,54.125
20171124T0000,89.0,45.0,64.208336
20171125T0000,93.0,70.0,81.583336
20171126T0000,95.0,65.0,80.458336
20171127T0000,87.0,54.0,67.625
20171128T0000,83.0,59.0,73.583336
20171129T0000,89.0,64.0,79.875
20171130T0000,89.0,71.0,83.166664
20171201T0000,86.0,57.0,75.458336
20171202T0000,88.0,57.0,76.666664
20171203T0000,86.0,60.0,72.833336
20171204T0000,89.0,66.0,78.875
20171205T0000,96.0,73.0,86.916664
20171206T0000,92.0,71.0,82.125
20171207T0000,78.0,60.0,70.916664
20171208T0000,88.0,61.0,80.0
20171209T0000,90.0,58.0,73.833336
20171210T0000,80.0,49.0,67.791664
20171211T0000,95.0,69.0,78.75
20171212T0000,83.0,59.0,73.833336
20171213T0000,78.0,43.0,63.375
20171214T0000,80.0,64.0,73.5
20171215T0000,85.0,64.0,72.0
20171216T0000,92.0,70.0,81.916664
20171217T0000,94.0,66.0,82.75
20171218T0000,96.0,59.0,84.958336
20171219T0000,96.0,71.0,86.25
20171220T0000,93.0,77.0,84.833336
20171221T0000,92.0,76.0,86.25
20171222T0000,91.0,85.0,88.625
20171223T0000,96.0,80.0,87.916664
20171224T0000,96.0,76.0,88.541664
20171225T0000,99.0,49.0,73.25
20171226T0000,80.0,59.0,67.708336
20171227T0000,85.0,66.0,73.041664
20171228T0000,89.0,64.0,78.5
20171229T0000,88.0,36.0,71.75
20171230T0000,87.0,71.0,79.041664
20171231T0000,80.0,51.0,65.041664
20180101T0000,82.0,49.0,69.041664
20180102T0000,86.0,59.0,75.875
20180103T0000,81.0,69.0,74.958336
20180104T0000,87.0,77.0,81.458336
20180105T0000,97.0,63.0,78.333336
20180106T0000,95.0,67.0,82.75
20180107T0000,96.0,71.0,85.25
20180108T0000,95.0,62.0,85.416664
20180109T0000,96.0,56.0,74.541664
20180110T0000,77.0,42.0,61.125
20180111T0000,95.0,70.0,82.666664
20180112T0000,96.0,72.0,89.666664
20180113T0000,95.0,61.0,82.458336
20180114T0000,92.0,49.0,73.208336
20180115T0000,71.0,51.0,61.833332
20180116T0000,81.0,65.0,74.916664
20180117T0000,85.0,70.0,79.916664
20180118T0000,85.0,68.0,76.583336
20180119T0000,87.0,63.0,78.333336
20180120T0000,87.0,60.0,76.458336
20180121T0000,89.0,60.0,76.416664
20180122T0000,95.0,81.0,85.625
20180123T0000,94.0,67.0,78.291664
20180124T0000,85.0,50.0,68.083336
20180125T0000,81.0,51.0,62.791668
20180126T0000,97.0,79.0,87.875
20180127T0000,96.0,74.0,85.541664
20180128T0000,87.0,56.0,75.166664
20180129T0000,90.0,71.0,81.916664
20180130T0000,88.0,67.0,78.708336
20180131T0000,88.0,50.0,70.083336
20180201T0000,91.0,56.0,71.791664
20180202T0000,99.0,59.0,79.958336
20180203T0000,95.0,57.0,76.083336
20180204T0000,93.0,51.0,71.083336
20180205T0000,94.0,41.0,71.5
20180206T0000,78.0,52.0,68.25
20180207T0000,94.0,72.0,82.75
20180208T0000,92.0,61.0,79.833336
20180209T0000,85.0,61.0,73.041664
20180210T0000,91.0,58.0,74.958336
20180211T0000,85.0,58.0,75.166664
20180212T0000,92.0,55.0,70.5
20180213T0000,81.0,40.0,60.125
20180214T0000,79.0,46.0,62.166668
20180215T0000,100.0,55.0,83.625
20180216T0000,100.0,60.0,81.583336
20180217T0000,94.0,75.0,88.375
20180218T0000,95.0,52.0,75.541664
20180219T0000,90.0,54.0,69.916664
20180220T0000,80.0,54.0,67.625
20180221T0000,86.0,47.0,68.208336
20180222T0000,71.0,54.0,63.416668
20180223T0000,74.0,54.0,65.833336
20180224T0000,72.0,47.0,61.916668
20180225T0000,63.0,37.0,53.958332
20180226T0000,64.0,40.0,52.75
20180227T0000,67.0,42.0,54.291668
20180228T0000,72.0,42.0,59.041668
20180301T0000,90.0,53.0,76.916664
20180302T0000,94.0,70.0,81.541664
20180303T0000,89.0,54.0,72.083336
20180304T0000,95.0,47.0,67.291664
20180305T0000,94.0,49.0,70.541664
20180306T0000,85.0,72.0,78.333336
20180307T0000,84.0,53.0,69.0
20180308T0000,83.0,33.0,60.333332
20180309T0000,69.0,43.0,56.083332
20180310T0000,95.0,62.0,76.083336
20180311T0000,94.0,63.0,79.833336
20180312T0000,82.0,51.0,69.291664
20180313T0000,86.0,60.0,71.208336
20180314T0000,90.0,47.0,70.708336
20180315T0000,75.0,58.0,68.25
20180316T0000,85.0,58.0,71.5
20180317T0000,92.0,69.0,85.291664
20180318T0000,93.0,44.0,72.333336
20180319T0000,77.0,47.0,60.041668
20180320T0000,76.0,31.0,58.416668
20180321T0000,91.0,26.0,57.875
20180322T0000,85.0,34.0,60.166668
20180323T0000,90.0,52.0,71.833336
20180324T0000,90.0,37.0,58.25
20180325T0000,75.0,47.0,61.125
20180326T0000,94.0,47.0,67.25
20180327T0000,91.0,40.0,68.875
20180328T0000,87.0,55.0,74.0
20180329T0000,86.0,51.0,70.166664
20180330T0000,86.0,36.0,67.875
20180331T0000,88.0,52.0,68.625
20180401T0000,85.0,54.0,70.666664
20180402T0000,89.0,24.0,54.791668
20180403T0000,66.0,31.0,45.041668
20180404T0000,85.0,41.0,67.791664
20180405T0000,84.0,53.0,67.583336
20180406T0000,86.0,39.0,61.666668
20180407T0000,72.0,34.0,54.583332
20180408T0000,71.0,34.0,50.666668
20180409T0000,76.0,38.0,58.875
20180410T0000,87.0,63.0,77.291664
20180411T0000,81.0,34.0,54.625
20180412T0000,71.0,36.0,55.875
20180413T0000,91.0,42.0,62.916668
20180414T0000,76.0,35.0,57.458332
20180415T0000,90.0,49.0,69.75
20180416T0000,88.0,50.0,70.458336
20180417T0000,89.0,42.0,64.5
20180418T0000,85.0,31.0,57.958332
20180419T0000,77.0,38.0,57.0
20180420T0000,74.0,34.0,53.125
20180421T0000,59.0,30.0,44.833332
20180422T0000,68.0,29.0,46.541668
20180423T0000,74.0,47.0,61.791668
20180424T0000,79.0,42.0,61.041668
20180425T0000,75.0,41.0,56.666668
20180426T0000,77.0,38.0,55.541668
20180427T0000,70.0,37.0,53.291668
20180428T0000,77.0,53.0,62.625
20180429T0000,92.0,30.0,59.166668
20180430T0000,71.0,31.0,51.25
20180501T0000,86.0,41.0,58.958332
20180502T0000,86.0,48.0,65.791664
20180503T0000,72.0,47.0,58.666668
20180504T0000,89.0,48.0,64.625
20180505T0000,89.0,48.0,67.458336
20180506T0000,95.0,39.0,69.583336
20180507T0000,79.0,36.0,59.041668
20180508T0000,80.0,43.0,62.083332
20180509T0000,78.0,44.0,63.25
20180510T0000,92.0,77.0,82.5
20180511T0000,87.0,48.0,66.416664
20180512T0000,80.0,34.0,58.875
20180513T0000,89.0,74.0,80.291664
20180514T0000,95.0,57.0,74.25
20180515T0000,96.0,68.0,82.083336
20180516T0000,94.0,69.0,84.541664
20180517T0000,94.0,63.0,79.875
20180518T0000,86.0,46.0,65.958336
20180519T0000,86.0,51.0,67.041664
20180520T0000,90.0,52.0,71.875
20180521T0000,95.0,44.0,65.625
20180522T0000,95.0,43.0,65.25
20180523T0000,94.0,58.0,77.5
20180524T0000,92.0,49.0,68.083336
20180525T0000,86.0,37.0,59.083332
20180526T0000,85.0,34.0,61.291668
20180527T0000,83.0,38.0,56.916668
20180528T0000,81.0,57.0,71.333336
20180529T0000,87.0,49.0,66.25
20180530T0000,88.0,40.0,67.208336
20180531T0000,96.0,53.0,79.375
20180601T0000,88.0,54.0,69.458336
20180602T0000,84.0,46.0,64.416664
20180603T0000,87.0,43.0,62.958332
20180604T0000,89.0,55.0,73.375
20180605T0000,89.0,40.0,64.041664
20180606T0000,82.0,44.0,68.875
20180607T0000,86.0,60.0,73.833336
20180608T0000,94.0,56.0,72.333336
20180609T0000,84.0,56.0,68.833336
20180610T0000,84.0,42.0,61.833332
20180611T0000,92.0,47.0,72.166664
20180612T0000,96.0,62.0,82.416664
20180613T0000,95.0,48.0,74.458336
20180614T0000,91.0,39.0,61.458332
20180615T0000,80.0,46.0,61.833332
20180616T0000,85.0,42.0,62.416668
20180617T0000,82.0,57.0,70.333336
20180618T0000,80.0,40.0,61.5
20180619T0000,87.0,44.0,65.375
20180620T0000,87.0,42.0,62.916668
20180621T0000,75.0,37.0,57.125
20180622T0000,74.0,36.0,52.791668
20180623T0000,75.0,41.0,56.625
20180624T0000,75.0,41.0,55.458332
20180625T0000,81.0,45.0,59.25
20180626T0000,74.0,45.0,57.708332
20180627T0000,83.0,39.0,59.041668
20180628T0000,85.0,41.0,60.5
20180629T0000,86.0,46.0,63.083332
20180630T0000,85.0,40.0,61.375
20180701T0000,68.0,42.0,52.25
20180702T0000,66.0,36.0,51.666668
20180703T0000,71.0,49.0,59.25
20180704T0000,87.0,36.0,57.916668
20180705T0000,90.0,53.0,70.041664
20180706T0000,94.0,55.0,74.0
20180707T0000,94.0,41.0,64.416664
20180708T0000,83.0,37.0,57.541668
20180709T0000,75.0,35.0,56.166668
20180710T0000,75.0,44.0,58.5
20180711T0000,69.0,38.0,56.208332
20180712T0000,71.0,39.0,56.458332
20180713T0000,79.0,32.0,53.0
20180714T0000,66.0,36.0,50.208332
20180715T0000,81.0,35.0,60.083332
20180716T0000,89.0,33.0,57.416668
20180717T0000,72.0,39.0,57.458332
20180718T0000,82.0,34.0,56.041668
20180719T0000,79.0,35.0,53.041668
20180720T0000,87.0,43.0,62.333332
20180721T0000,88.0,57.0,70.458336
20180722T0000,78.0,43.0,63.875
20180723T0000,80.0,48.0,64.375
20180724T0000,82.0,33.0,57.166668
20180725T0000,81.0,33.0,54.208332
20180726T0000,72.0,30.0,53.166668
20180727T0000,74.0,33.0,53.083332
20180728T0000,77.0,50.0,66.291664
20180729T0000,87.0,38.0,60.25
20180730T0000,69.0,28.0,48.125
20180731T0000,65.0,27.0,46.583332
20180801T0000,82.0,40.0,63.75
20180802T0000,89.0,37.0,63.083332
20180803T0000,86.0,34.0,59.916668
20180804T0000,75.0,35.0,56.291668
20180805T0000,84.0,35.0,58.333332
20180806T0000,78.0,40.0,58.458332
20180807T0000,73.0,31.0,51.625
20180808T0000,80.0,48.0,55.666668
20180809T0000,79.0,32.0,62.916668
20180810T0000,80.0,44.0,60.25
20180811T0000,64.0,34.0,46.625
20180812T0000,67.0,36.0,52.583332
20180813T0000,80.0,50.0,69.416664
20180814T0000,86.0,51.0,68.375
20180815T0000,77.0,38.0,56.75
20180816T0000,78.0,36.0,56.375
20180817T0000,81.0,46.0,65.291664
20180818T0000,84.0,45.0,65.166664
20180819T0000,82.0,37.0,59.0
20180820T0000,71.0,36.0,54.125
20180821T0000,83.0,41.0,60.125
20180822T0000,73.0,36.0,54.541668
20180823T0000,64.0,34.0,51.416668
20180824T0000,76.0,51.0,64.375
20180825T0000,83.0,51.0,67.541664
20180826T0000,82.0,33.0,55.833332
20180827T0000,69.0,37.0,55.25
20180828T0000,75.0,39.0,59.25
20180829T0000,84.0,42.0,62.833332
20180830T0000,86.0,51.0,69.833336
20180831T0000,96.0,74.0,85.875
20180901T0000,94.0,58.0,77.583336
20180902T0000,88.0,55.0,75.125
20180903T0000,92.0,51.0,70.125
20180904T0000,81.0,46.0,63.958332
20180905T0000,83.0,42.0,64.166664
20180906T0000,79.0,44.0,66.0
20180907T0000,90.0,43.0,67.041664
20180908T0000,83.0,44.0,63.583332
20180909T0000,84.0,34.0,58.541668
20180910T0000,74.0,28.0,51.625
20180911T0000,69.0,34.0,50.916668
20180912T0000,72.0,37.0,54.041668
20180913T0000,94.0,48.0,69.125
20180914T0000,95.0,57.0,76.291664
20180915T0000,80.0,37.0,60.041668
20180916T0000,73.0,45.0,59.291668
20180917T0000,75.0,35.0,56.291668
20180918T0000,75.0,38.0,55.833332
20180919T0000,70.0,37.0,55.541668
20180920T0000,70.0,40.0,56.875
20180921T0000,83.0,39.0,60.75
20180922T0000,90.0,38.0,59.958332
20180923T0000,87.0,27.0,57.75
20180924T0000,89.0,43.0,63.541668
20180925T0000,81.0,34.0,53.708332
20180926T0000,71.0,38.0,52.583332
20180927T0000,79.0,37.0,59.5
20180928T0000,73.0,41.0,58.958332
20180929T0000,85.0,44.0,63.791668
20180930T0000,79.0,41.0,62.416668
20181001T0000,87.0,57.0,72.708336
20181002T0000,81.0,38.0,59.791668
20181003T0000,82.0,60.0,72.5
20181004T0000,96.0,46.0,72.875
20181005T0000,86.0,42.0,63.583332
20181006T0000,71.0,35.0,52.208332
20181007T0000,93.0,57.0,70.125
20181008T0000,92.0,55.0,75.541664
20181009T0000,94.0,56.0,75.25
20181010T0000,91.0,41.0,68.666664
20181011T0000,72.0,45.0,58.75
20181012T0000,81.0,38.0,60.916668
20181013T0000,72.0,44.0,58.25
20181014T0000,76.0,41.0,56.791668
20181015T0000,69.0,38.0,54.916668
20181016T0000,71.0,38.0,54.833332
20181017T0000,77.0,47.0,62.625
20181018T0000,80.0,38.0,66.541664
20181019T0000,95.0,58.0,80.125
20181020T0000,95.0,59.0,79.833336
20181021T0000,94.0,52.0,74.041664
20181022T0000,82.0,44.0,64.291664
20181023T0000,92.0,40.0,66.083336
20181024T0000,89.0,48.0,66.083336
20181025T0000,89.0,56.0,76.0
20181026T0000,88.0,51.0,69.833336
20181027T0000,93.0,65.0,78.583336
20181028T0000,90.0,65.0,73.916664
20181029T0000,88.0,59.0,76.791664
20181030T0000,77.0,50.0,61.333332
20181031T0000,86.0,45.0,64.958336
20181101T0000,87.0,66.0,74.5
20181102T0000,86.0,56.0,73.583336
20181103T0000,86.0,59.0,75.875
20181104T0000,97.0,64.0,80.25
20181105T0000,88.0,57.0,75.041664
20181106T0000,83.0,55.0,70.416664
20181107T0000,84.0,51.0,66.666664
20181108T0000,85.0,61.0,74.791664
20181109T0000,91.0,54.0,73.458336
20181110T0000,96.0,43.0,68.666664
20181111T0000,84.0,53.0,68.5
20181112T0000,87.0,49.0,68.416664
20181113T0000,86.0,55.0,71.375
20181114T0000,88.0,56.0,75.791664
20181115T0000,95.0,59.0,77.75
20181116T0000,84.0,57.0,73.833336
20181117T0000,89.0,44.0,68.833336
20181118T0000,87.0,55.0,72.125
20181119T0000,90.0,50.0,72.416664
20181120T0000,93.0,48.0,70.916664
20181121T0000,78.0,51.0,65.333336
20181122T0000,83.0,55.0,72.916664
20181123T0000,94.0,58.0,77.333336
20181124T0000,92.0,58.0,74.708336
20181125T0000,93.0,60.0,79.75
20181126T0000,93.0,73.0,84.416664
20181127T0000,95.0,68.0,83.583336
20181128T0000,92.0,51.0,71.125
20181129T0000,77.0,29.0,54.958332
20181130T0000,90.0,38.0,72.875
20181201T0000,93.0,57.0,75.875
20181202T0000,80.0,46.0,68.375
20181203T0000,88.0,68.0,77.208336
20181204T0000,93.0,71.0,82.25
20181205T0000,94.0,45.0,72.833336
20181206T0000,88.0,62.0,78.25
20181207T0000,85.0,59.0,73.041664
20181208T0000,80.0,66.0,72.958336
20181209T0000,88.0,67.0,79.5
20181210T0000,88.0,72.0,81.416664
20181211T0000,89.0,62.0,78.583336
20181212T0000,92.0,52.0,75.625
20181213T0000,94.0,53.0,75.875
20181214T0000,90.0,60.0,79.083336
20181215T0000,88.0,59.0,73.625
20181216T0000,92.0,76.0,85.375
20181217T0000,97.0,73.0,84.208336
20181218T0000,92.0,53.0,72.166664
20181219T0000,91.0,52.0,75.625
20181220T0000,84.0,56.0,73.333336
20181221T0000,77.0,56.0,68.625
20181222T0000,81.0,67.0,75.791664
20181223T0000,87.0,65.0,79.916664
20181224T0000,95.0,70.0,84.583336
20181225T0000,97.0,70.0,88.208336
20181226T0000,95.0,64.0,77.666664
20181227T0000,73.0,55.0,61.583332
20181228T0000,77.0,51.0,64.583336
20181229T0000,85.0,68.0,75.708336
20181230T0000,90.0,71.0,80.208336
20181231T0000,90.0,73.0,81.0
20190101T0000,92.0,72.0,85.166664
20190102T0000,92.0,60.0,79.041664
20190103T0000,93.0,53.0,76.041664
20190104T0000,95.0,61.0,79.166664
20190105T0000,94.0,75.0,85.416664
20190106T0000,90.0,66.0,81.791664
20190107T0000,92.0,72.0,80.708336
20190108T0000,86.0,77.0,82.208336
20190109T0000,93.0,60.0,77.083336
20190110T0000,92.0,70.0,82.458336
20190111T0000,89.0,53.0,76.083336
20190112T0000,87.0,69.0,79.333336
20190113T0000,89.0,79.0,83.083336
20190114T0000,89.0,72.0,81.125
20190115T0000,94.0,66.0,80.291664
20190116T0000,89.0,51.0,69.291664
20190117T0000,84.0,62.0,72.416664
20190118T0000,93.0,49.0,74.208336
20190119T0000,78.0,54.0,67.833336
20190120T0000,83.0,63.0,74.166664
20190121T0000,91.0,67.0,78.25
20190122T0000,93.0,58.0,75.125
20190123T0000,89.0,50.0,74.25
20190124T0000,92.0,61.0,79.208336
20190125T0000,86.0,58.0,71.25
20190126T0000,91.0,68.0,79.833336
20190127T0000,86.0,56.0,71.833336
20190128T0000,89.0,72.0,83.0
20190129T0000,89.0,48.0,74.791664
20190130T0000,83.0,52.0,67.791664
20190131T0000,89.0,54.0,73.0
20190201T0000,90.0,57.0,77.583336
20190202T0000,85.0,66.0,77.125
20190203T0000,94.0,69.0,84.083336
20190204T0000,93.0,49.0,73.625
20190205T0000,78.0,47.0,63.708332
20190206T0000,78.0,41.0,56.833332
20190207T0000,91.0,41.0,74.333336
20190208T0000,88.0,61.0,73.75
20190209T0000,79.0,53.0,67.958336
20190210T0000,82.0,53.0,68.583336
20190211T0000,87.0,65.0,78.208336
20190212T0000,96.0,50.0,74.833336
20190213T0000,87.0,45.0,67.166664
20190214T0000,86.0,48.0,63.958332
20190215T0000,82.0,46.0,66.291664
20190216T0000,73.0,39.0,55.208332
20190217T0000,60.0,32.0,45.541668
20190218T0000,70.0,36.0,54.5
20190219T0000,74.0,55.0,63.791668
20190220T0000,94.0,57.0,73.75
20190221T0000,87.0,45.0,67.75
20190222T0000,83.0,67.0,74.166664
20190223T0000,86.0,21.0,48.041668
20190224T0000,59.0,32.0,41.75
20190225T0000,73.0,43.0,54.5
20190226T0000,81.0,55.0,68.791664
20190227T0000,74.0,41.0,59.708332
20190228T0000,79.0,41.0,57.375
20190301T0000,92.0,71.0,79.375
20190302T0000,86.0,51.0,72.791664
20190303T0000,84.0,40.0,58.958332
20190304T0000,74.0,39.0,56.5
20190305T0000,78.0,44.0,61.458332
20190306T0000,84.0,21.0,48.25
20190307T0000,81.0,50.0,62.75
20190308T0000,77.0,43.0,61.208332
20190309T0000,79.0,47.0,67.583336
20190310T0000,83.0,59.0,68.333336
20190311T0000,83.0,58.0,68.875
20190312T0000,84.0,21.0,50.958332
20190313T0000,83.0,55.0,71.041664
20190314T0000,88.0,69.0,78.791664
20190315T0000,86.0,73.0,80.375
20190316T0000,82.0,47.0,63.791668
20190317T0000,81.0,36.0,58.916668
20190318T0000,95.0,56.0,73.375
20190319T0000,82.0,48.0,63.875
20190320T0000,88.0,35.0,61.541668
20190321T0000,80.0,42.0,62.083332
20190322T0000,81.0,40.0,57.916668
20190323T0000,78.0,39.0,60.5
20190324T0000,98.0,47.0,73.75
20190325T0000,90.0,44.0,62.541668
20190326T0000,91.0,43.0,66.708336
20190327T0000,80.0,40.0,61.458332
20190328T0000,85.0,37.0,63.416668
20190329T0000,84.0,42.0,61.958332
20190330T0000,57.0,33.0,44.75
20190331T0000,68.0,33.0,53.083332
20190401T0000,95.0,51.0,71.416664
20190402T0000,73.0,36.0,53.916668
20190403T0000,90.0,55.0,74.75
20190404T0000,96.0,78.0,89.166664
20190405T0000,85.0,53.0,68.916664
20190406T0000,75.0,44.0,57.875
20190407T0000,83.0,61.0,72.75
20190408T0000,85.0,52.0,70.0
20190409T0000,89.0,53.0,72.333336
20190410T0000,97.0,81.0,88.5
20190411T0000,95.0,47.0,68.75
20190412T0000,85.0,51.0,63.083332
20190413T0000,84.0,55.0,67.083336
20190414T0000,95.0,50.0,73.333336
20190415T0000,95.0,42.0,64.666664
20190416T0000,84.0,48.0,63.25
20190417T0000,91.0,46.0,68.791664
20190418T0000,73.0,36.0,54.166668
20190419T0000,80.0,33.0,53.583332
20190420T0000,69.0,31.0,53.0
20190421T0000,76.0,27.0,52.125
20190422T0000,62.0,26.0,45.416668
20190423T0000,70.0,38.0,53.166668
20190424T0000,66.0,29.0,55.458332
20190425T0000,91.0,24.0,57.708332
20190426T0000,90.0,51.0,73.125
20190427T0000,83.0,55.0,71.666664
20190428T0000,87.0,56.0,73.666664
20190429T0000,82.0,47.0,63.416668
20190430T0000,81.0,52.0,67.416664
20190501T0000,95.0,44.0,64.708336
20190502T0000,87.0,43.0,69.958336
20190503T0000,94.0,57.0,73.541664
20190504T0000,88.0,60.0,79.333336
20190505T0000,94.0,38.0,65.083336
20190506T0000,82.0,43.0,58.958332
20190507T0000,74.0,35.0,51.625
20190508T0000,88.0,47.0,71.916664
20190509T0000,81.0,53.0,66.5
20190510T0000,84.0,54.0,68.708336
20190511T0000,88.0,55.0,69.333336
20190512T0000,95.0,44.0,65.541664
20190513T0000,93.0,31.0,54.416668
20190514T0000,76.0,32.0,50.666668
20190515T0000,79.0,37.0,56.875
20190516T0000,87.0,52.0,68.25
20190517T0000,82.0,42.0,66.125
20190518T0000,84.0,53.0,66.708336
20190519T0000,91.0,70.0,80.583336
20190520T0000,91.0,75.0,85.041664
20190521T0000,88.0,63.0,74.791664
20190522T0000,79.0,40.0,60.875
20190523T0000,80.0,43.0,61.625
20190524T0000,79.0,37.0,58.125
20190525T0000,83.0,59.0,69.291664
20190526T0000,92.0,44.0,66.25
20190527T0000,77.0,51.0,63.5
20190528T0000,85.0,59.0,74.875
20190529T0000,85.0,53.0,68.666664
20190530T0000,79.0,34.0,57.708332
20190531T0000,80.0,46.0,59.541668
20190601T0000,77.0,43.0,58.916668
20190602T0000,80.0,36.0,56.333332
20190603T0000,83.0,38.0,63.958332
20190604T0000,82.0,32.0,57.25
20190605T0000,74.0,37.0,52.041668
20190606T0000,77.0,49.0,62.125
20190607T0000,87.0,37.0,61.083332
20190608T0000,65.0,35.0,48.125
20190609T0000,95.0,53.0,74.125
20190610T0000,96.0,66.0,89.0
20190611T0000,94.0,71.0,86.0
20190612T0000,90.0,51.0,66.958336
20190613T0000,74.0,35.0,53.916668
20190614T0000,80.0,33.0,56.916668
20190615T0000,93.0,51.0,73.958336
20190616T0000,93.0,50.0,70.541664
20190617T0000,86.0,42.0,63.291668
20190618T0000,82.0,39.0,60.5
20190619T0000,73.0,33.0,50.125
20190620T0000,85.0,60.0,74.375
20190621T0000,86.0,57.0,72.625
20190622T0000,94.0,74.0,85.5
20190623T0000,96.0,49.0,71.458336
20190624T0000,84.0,39.0,62.25
20190625T0000,81.0,39.0,59.75
20190626T0000,74.0,38.0,57.416668
20190627T0000,88.0,55.0,67.416664
20190628T0000,74.0,49.0,57.416668
20190629T0000,80.0,28.0,56.583332
20190630T0000,81.0,36.0,56.916668
20190701T0000,78.0,46.0,61.875
20190702T0000,83.0,52.0,65.75
20190703T0000,78.0,45.0,62.041668
20190704T0000,84.0,46.0,63.666668
20190705T0000,69.0,27.0,49.5
20190706T0000,80.0,32.0,53.75
20190707T0000,92.0,48.0,68.541664
20190708T0000,82.0,57.0,66.958336
20190709T0000,78.0,48.0,60.041668
20190710T0000,83.0,39.0,57.958332
20190711T0000,73.0,51.0,60.916668
20190712T0000,82.0,45.0,66.791664
20190713T0000,84.0,46.0,66.416664
20190714T0000,84.0,58.0,70.541664
20190715T0000,92.0,48.0,67.0
20190716T0000,87.0,39.0,62.958332
20190717T0000,74.0,34.0,54.083332
20190718T0000,65.0,34.0,50.0
20190719T0000,74.0,41.0,56.666668
20190720T0000,82.0,31.0,56.333332
20190721T0000,83.0,44.0,62.5
20190722T0000,85.0,39.0,60.208332
20190723T0000,79.0,33.0,54.958332
20190724T0000,80.0,32.0,55.208332
20190725T0000,81.0,35.0,55.791668
20190726T0000,67.0,31.0,52.416668
20190727T0000,88.0,62.0,76.833336
20190728T0000,91.0,70.0,80.416664
20190729T0000,86.0,52.0,64.541664
20190730T0000,80.0,46.0,61.916668
20190731T0000,81.0,43.0,61.708332
20190801T0000,75.0,42.0,55.416668
20190802T0000,67.0,44.0,54.583332
20190803T0000,69.0,44.0,56.25
20190804T0000,80.0,37.0,58.291668
20190805T0000,71.0,38.0,54.708332
20190806T0000,88.0,47.0,64.541664
20190807T0000,95.0,72.0,85.958336
20190808T0000,88.0,47.0,66.375
20190809T0000,87.0,37.0,58.708332
20190810T0000,86.0,42.0,62.708332
20190811T0000,90.0,47.0,64.25
20190812T0000,93.0,61.0,78.916664
20190813T0000,80.0,47.0,61.375
20190814T0000,69.0,37.0,53.25
20190815T0000,71.0,47.0,56.416668
20190816T0000,78.0,41.0,58.416668
20190817T0000,78.0,42.0,58.791668
20190818T0000,79.0,37.0,59.0
20190819T0000,88.0,61.0,75.0
20190820T0000,92.0,70.0,84.0
20190821T0000,93.0,44.0,68.791664
20190822T0000,91.0,57.0,72.375
20190823T0000,87.0,48.0,67.916664
20190824T0000,89.0,50.0,67.708336
20190825T0000,81.0,37.0,58.583332
20190826T0000,75.0,37.0,56.166668
20190827T0000,74.0,39.0,54.708332
20190828T0000,68.0,38.0,54.083332
20190829T0000,71.0,50.0,61.333332
20190830T0000,80.0,49.0,65.416664
20190831T0000,86.0,38.0,62.458332
20190901T0000,75.0,49.0,62.125
20190902T0000,84.0,47.0,69.875
20190903T0000,86.0,38.0,61.541668
20190904T0000,70.0,39.0,55.5
20190905T0000,88.0,43.0,61.041668
20190906T0000,81.0,55.0,65.458336
